dataset,partition,num_clients,seed,round,client_id,global_gtg_rob,gtg_rob_contribution,global_gtg_adv,gtg_adv_contribution,global_gtg_priv,gtg_priv_contribution,gtg_priv_abs_contribution,accuracy,precision,recall,f1,loss,gtg_loss_contribution,gtg_acc_contribution,global_gtg_loss,global_gtg_acc,acc_contribution
imdb,iid,4,107,3,0,0.644432008266449,0.0,0.0313796401023864,0.0,0.7856000000000001,-0.0023722222222222,,0.7236,0.66006408389164,0.913341394598952,0.7663172133919514,0.5708511471748352,0.0,0.0611,0.5708511471748352,0.7236,0.0611
imdb,iid,4,107,3,1,0.644432008266449,0.0,0.0313796401023864,0.0,0.7856000000000001,-0.006805185185185,,0.7236,0.66006408389164,0.913341394598952,0.7663172133919514,0.5708511471748352,0.0,0.0,0.5708511471748352,0.7236,0.0
imdb,iid,4,107,3,2,0.644432008266449,0.005031003554662,0.0313796401023864,0.0048309803009033,0.7856000000000001,-0.0074033333333332,,0.7236,0.66006408389164,0.913341394598952,0.7663172133919514,0.5708511471748352,-0.0274094561735788,0.0529799999999999,0.5708511471748352,0.7236,0.0529799999999999
imdb,iid,4,107,3,3,0.644432008266449,0.0,0.0313796401023864,0.0,0.7856000000000001,-0.0052892592592593,,0.7236,0.66006408389164,0.913341394598952,0.7663172133919514,0.5708511471748352,0.0,0.0,0.5708511471748352,0.7236,0.0
imdb,iid,4,107,4,0,0.6644220352172852,0.0,0.053598403930664,0.0,0.7212444444444446,0.0,,0.7912,0.7779497098646034,0.8105602579604998,0.7939202526648244,0.4814043343067169,0.0,0.0,0.4814043343067169,0.7912,0.0
imdb,iid,4,107,4,1,0.6644220352172852,0.0,0.053598403930664,0.0,0.7212444444444446,0.0,,0.7912,0.7779497098646034,0.8105602579604998,0.7939202526648244,0.4814043343067169,0.0,0.0,0.4814043343067169,0.7912,0.0
imdb,iid,4,107,4,2,0.6644220352172852,0.0058724602063496,0.053598403930664,0.006072998046875,0.7212444444444446,-0.0017859259259258,,0.7912,0.7779497098646034,0.8105602579604998,0.7939202526648244,0.4814043343067169,-0.0209948688745498,0.0,0.4814043343067169,0.7912,0.0
imdb,iid,4,107,4,3,0.6644220352172852,0.0,0.053598403930664,0.0,0.7212444444444446,-0.0053718518518519,,0.7912,0.7779497098646034,0.8105602579604998,0.7939202526648244,0.4814043343067169,0.0,0.0163599999999999,0.4814043343067169,0.7912,0.0163599999999999
imdb,iid,4,107,5,0,0.6810480356216431,0.0045568188031514,0.0812019109725952,0.0,0.7431222222222222,0.0010725925925925,,0.807,0.808130081300813,0.8012898024989923,0.804695405788302,0.4394539594650268,0.0,0.0045666666666666,0.4394539594650268,0.807,0.0045666666666666
imdb,iid,4,107,5,1,0.6810480356216431,0.0,0.0812019109725952,0.0,0.7431222222222222,0.0,,0.807,0.808130081300813,0.8012898024989923,0.804695405788302,0.4394539594650268,0.0,0.0,0.4394539594650268,0.807,0.0
imdb,iid,4,107,5,2,0.6810480356216431,0.0040344595909118,0.0812019109725952,0.0077201882998148,0.7431222222222222,0.0,,0.807,0.808130081300813,0.8012898024989923,0.804695405788302,0.4394539594650268,-0.0098010351260503,0.0,0.4394539594650268,0.807,0.0
imdb,iid,4,107,5,3,0.6810480356216431,0.0033383965492248,0.0812019109725952,0.0,0.7431222222222222,0.0,,0.807,0.808130081300813,0.8012898024989923,0.804695405788302,0.4394539594650268,0.0,0.0,0.4394539594650268,0.807,0.0
