dataset,partition,num_clients,seed,round,client_id,global_gtg_rob,gtg_rob_contribution,global_gtg_adv,gtg_adv_contribution,global_gtg_fair,gtg_fair_contribution,global_gtg_priv,gtg_priv_contribution,gtg_priv_abs_contribution,global_gtg_fair_eo,gtg_fair_eo_contribution,gtg_fair_eo_abs_contribution,accuracy,precision,recall,f1,loss,loss_contribution,acc_contribution,global_gtg_loss,global_gtg_acc
cifar,iid,20,123,9,8,0.3649359941482544,0.0170183483085069,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0121060985797828,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0,1.499037504196167,0.4538
cifar,iid,20,123,9,9,0.3649359941482544,0.0,0.1025865848312143,0.0064287305727513,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0,1.499037504196167,0.4538
cifar,iid,20,123,9,10,0.3649359941482544,0.0,0.1025865848312143,0.0091788341815917,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0,1.499037504196167,0.4538
cifar,iid,20,123,9,11,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0006193182946389,0.0006193182946389,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,-0.035857178577005,0.0147698924731182,1.499037504196167,0.4538
cifar,iid,20,123,9,12,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0128462365591397,1.499037504196167,0.4538
cifar,iid,20,123,9,13,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0037962124372439,0.0037962124372439,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0,1.499037504196167,0.4538
cifar,iid,20,123,9,14,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,-0.0280473714005457,0.0123182795698924,1.499037504196167,0.4538
cifar,iid,20,123,9,15,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0,1.499037504196167,0.4538
cifar,iid,20,123,9,16,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0,1.499037504196167,0.4538
cifar,iid,20,123,9,17,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,-0.0041630465051517,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,-0.0442909712660802,0.0,1.499037504196167,0.4538
cifar,iid,20,123,9,18,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0,1.499037504196167,0.4538
cifar,iid,20,123,9,19,0.3649359941482544,0.0,0.1025865848312143,0.0,0.9955585816791496,0.0,0.5912111111111111,0.0,,0.9492997838374254,0.0,0.0,0.4538,0.6218251398042489,0.4577553787319718,0.4454101179218959,1.499037504196167,0.0,0.0,1.499037504196167,0.4538
