dataset,partition,num_clients,seed,round,client_id,global_l1o_acc,l1o_acc_contribution,global_l1o_adv,l1o_adv_contribution,global_l1o_loss,l1o_loss_contribution,global_l1o_priv,l1o_priv_contribution,global_l1o_rob,l1o_rob_contribution,acc_contribution
imdb,iid,4,123,9,0,0.8832,0.0005999999999999,0.3897192028985507,0.003587319825811,0.2716278731822967,0.0010832250118255,0.6401777777777777,0.000911111111111,0.727808,0.001688,0.0005999999999999
imdb,iid,4,123,9,1,0.8832,-0.0008,0.3897192028985507,0.002841374844252,0.2716278731822967,0.0025714635848999,0.6401777777777777,-0.0014666666666667,0.727808,0.000536,-0.0008
imdb,iid,4,123,9,2,0.8832,-0.001,0.3897192028985507,0.0072265541765421,0.2716278731822967,0.0018644630908966,0.6401777777777777,-0.0053777777777779,0.727808,0.0006599999999999,-0.001
imdb,iid,4,123,9,3,0.8832,0.0013999999999999,0.3897192028985507,0.0002884929870061,0.2716278731822967,0.0026296079158782,0.6401777777777777,0.0023444444444442,0.727808,-0.002,0.0013999999999999
imdb,iid,4,123,10,0,0.8908,0.0034,0.3666367310282892,-0.001855493447708,0.2624146044254303,0.0013705790042877,0.7035,0.0253888888888889,0.722628,-0.000642,0.0034
imdb,iid,4,123,10,1,0.8908,0.0004,0.3666367310282892,0.0038784201567707,0.2624146044254303,0.0030612051486968,0.7035,-0.0053222222222224,0.722628,0.0005060000000001,0.0004
imdb,iid,4,123,10,2,0.8908,0.004,0.3666367310282892,-0.0003005716329647,0.2624146044254303,0.0025050640106201,0.7035,0.0036333333333333,0.722628,0.001504,0.004
imdb,iid,4,123,10,3,0.8908,0.0038,0.3666367310282892,-0.0058548135038415,0.2624146044254303,0.0019441246986389,0.7035,0.0280222222222221,0.722628,-0.0009799999999999,0.0038
imdb,iid,4,2025,1,0,0.8516,-0.0018,0.5096289337717238,0.0006062011727081,0.3369103670120239,0.0001311600208282,0.7985333333333333,-0.0202444444444442,0.769576,0.0007479999999999,-0.0018
imdb,iid,4,2025,1,1,0.8516,-0.0015999999999999,0.5096289337717238,-0.0034981173300108,0.3369103670120239,0.0039177536964416,0.7985333333333333,-0.0258,0.769576,-0.000294,-0.0015999999999999
imdb,iid,4,2025,1,2,0.8516,0.0034,0.5096289337717238,0.0076246894897148,0.3369103670120239,0.001259833574295,0.7985333333333333,0.0359555555555552,0.769576,0.00104,0.0034
imdb,iid,4,2025,1,3,0.8516,0.0021999999999999,0.5096289337717238,0.0036246954858749,0.3369103670120239,0.001101791858673,0.7985333333333333,0.0229111111111111,0.769576,0.001516,0.0021999999999999
imdb,iid,4,2025,2,0,0.8584,0.0002,0.4822926374650512,-0.0024428554270484,0.320111870765686,0.0011386573314666,0.7489333333333335,-0.0062888888888887,0.760542,-0.0001999999999999,0.0002
imdb,iid,4,2025,2,1,0.8584,-0.0001999999999999,0.4822926374650512,-0.0054781521925308,0.320111870765686,0.0019487142562866,0.7489333333333335,0.0322666666666671,0.760542,-0.0017659999999999,-0.0001999999999999
imdb,iid,4,2025,2,2,0.8584,0.0006,0.4822926374650512,-0.0005705007956156,0.320111870765686,0.0003165304660797,0.7489333333333335,0.0043111111111111,0.760542,0.00065,0.0006
imdb,iid,4,2025,2,3,0.8584,0.001,0.4822926374650512,0.0003705474253964,0.320111870765686,0.0031741857528686,0.7489333333333335,-0.0270888888888889,0.760542,0.000796,0.001
imdb,iid,4,2025,3,0,0.862,-0.0013999999999999,0.4698375870069605,-0.0008596564491432,0.3155647218227386,0.0008240938186645,0.7642666666666666,0.0546888888888887,0.75575,-0.0004899999999999,-0.0013999999999999
