dataset,partition,num_clients,seed,round,client_id,global_l1o_acc,l1o_acc_contribution,global_l1o_adv,l1o_adv_contribution,global_l1o_fair_eo,l1o_fair_eo_contribution,global_l1o_fair,l1o_fair_contribution,global_l1o_loss,l1o_loss_contribution,global_l1o_priv,l1o_priv_contribution,global_l1o_rob,l1o_rob_contribution,acc_contribution
celeba,iid,4,107,4,2,,,0.5762859633827375,0.0331654893866875,,,,,,,0.8250222222222221,0.0271777777777775,0.840666,0.0022499999999999,
celeba,iid,4,107,4,3,,,0.5762859633827375,0.0191993492095091,,,,,,,0.8250222222222221,-0.0089777777777777,0.840666,0.0048799999999999,
celeba,iid,4,107,5,0,,,0.5563517915309446,0.0137060125927375,,,,,,,0.8183777777777776,0.0421333333333333,0.8246439999999999,0.0141739999999999,
celeba,iid,4,107,5,1,,,0.5563517915309446,0.0374222876144955,,,,,,,0.8183777777777776,-0.0444222222222223,0.8246439999999999,0.0155679999999999,
celeba,iid,4,107,5,2,,,0.5563517915309446,0.0231346275143904,,,,,,,0.8183777777777776,0.0839999999999998,0.8246439999999999,0.0051479999999999,
celeba,iid,4,107,5,3,,,0.5563517915309446,0.0243116869101948,,,,,,,0.8183777777777776,0.0216111111111108,0.8246439999999999,-0.00101,
celeba,iid,4,107,6,0,,,0.5426776429809359,-0.0187754786201082,,,,,,,0.7133111111111115,-0.006622222222222,0.876226,-0.0277480000000001,
celeba,iid,4,107,6,1,,,0.5426776429809359,0.0445210608946206,,,,,,,0.7133111111111115,-0.0913555555555551,0.876226,0.0181019999999999,
celeba,iid,4,107,6,2,,,0.5426776429809359,0.0573483667366412,,,,,,,0.7133111111111115,-0.0742777777777774,0.876226,0.0594139999999999,
celeba,iid,4,107,6,3,,,0.5426776429809359,0.0217990000927236,,,,,,,0.7133111111111115,-0.0211555555555553,0.876226,-0.011736,
celeba,iid,4,107,7,0,,,0.5249674337820234,-0.0128932735297579,,,,,,,0.6764666666666665,-0.0886666666666666,0.856106,-0.0221719999999999,
celeba,iid,4,107,7,1,,,0.5249674337820234,0.0495647346091892,,,,,,,0.6764666666666665,-0.0387999999999999,0.856106,0.0196979999999999,
celeba,iid,4,107,7,2,,,0.5249674337820234,0.0394396862303367,,,,,,,0.6764666666666665,-0.0271777777777779,0.856106,0.032582,
celeba,iid,4,107,7,3,,,0.5249674337820234,0.0456106323913236,,,,,,,0.6764666666666665,-0.0299111111111112,0.856106,-0.001746,
celeba,iid,4,107,8,0,,,0.5103418245155671,0.0055487961931269,,,,,,,0.7918666666666667,0.0436222222222222,0.86622,-0.015546,
celeba,iid,4,107,8,1,,,0.5103418245155671,0.0434580025828852,,,,,,,0.7918666666666667,-0.0163333333333333,0.86622,0.020348,
celeba,iid,4,107,8,2,,,0.5103418245155671,0.0381620296213929,,,,,,,0.7918666666666667,0.0076555555555557,0.86622,0.0224619999999999,
celeba,iid,4,107,8,3,,,0.5103418245155671,0.0259565875642676,,,,,,,0.7918666666666667,0.0839888888888891,0.86622,-0.0135039999999999,
celeba,iid,4,107,9,0,,,0.4605034722222222,0.0448852509640876,,,,,,,0.7963555555555555,0.0531333333333332,0.80875,0.016498,
